ID Converged Psurf H2O O O2 O3 H2O2
12100 True 0.20601603482776273 228355781942.85062 2.2836E+11 9.7901E-03 1.0025E-02 1.006E-02 5.018E-03
93509 True 0.20694125823162898 228422781309.6335 2.2842E+11 9.9134E-03 9.9661E-03 9.992E-03 5.142E-03
50692 True 0.20955930697487116 228269331539.69766 2.2827E+11 9.9860E-03 9.8188E-03 9.988E-03 4.971E-03
76757 True 0.20781324036790177 228030337915.2074 2.2803E+11 1.0258E-02 9.8785E-03 9.863E-03 4.954E-03
80802 True 0.20909225629909808 228095353610.77625 2.2810E+11 1.0466E-02 9.8034E-03 9.935E-03 4.956E-03
91401 True 0.20546547569130677 228311745109.65933 2.2831E+11 1.0040E-02 1.0028E-02 9.980E-03 4.998E-03
9167 True 0.20009776540737198 227831669403.35016 2.2783E+11 1.0363E-02 1.0258E-02 9.879E-03 4.775E-03
27218 True 0.21247470133221416 227711468099.1438 2.2771E+11 1.0490E-02 9.6722E-03 9.700E-03 4.527E-03
13396 True 0.19140791194442291 229064768740.1537 2.2906E+11 9.1335E-03 1.0876E-02 1.029E-02 5.478E-03
2365 True 0.20548705289656932 228155623806.2456 2.2816E+11 9.9152E-03 1.0027E-02 9.986E-03 4.938E-03
54185 True 0.20288248649464027 228708726051.40295 2.2871E+11 9.5812E-03 1.0221E-02 1.024E-02 5.392E-03
74726 True 0.20825142522243395 228415462878.67624 2.2842E+11 9.7600E-03 9.9082E-03 9.832E-03 5.344E-03
7497 True 0.21296455002426976 228213242346.58978 2.2821E+11 9.9286E-03 9.7073E-03 1.002E-02 4.891E-03
67557 True 0.1921271667106519 229015574820.92935 2.2902E+11 9.1869E-03 1.0829E-02 1.027E-02 5.453E-03
19609 True 0.21352557096875954 228397032776.4781 2.2840E+11 9.1234E-03 9.7352E-03 9.855E-03 5.322E-03
84047 True 0.2132081572004523 227234409294.98444 2.2723E+11 1.0937E-02 9.5860E-03 9.447E-03 4.162E-03
10608 True 0.1807257155885061 230725512476.489 2.3073E+11 7.4347E-03 1.1785E-02 1.083E-02 6.764E-03
69437 True 0.22516741326385972 228801141121.54947 2.2880E+11 1.0150E-02 9.1649E-03 1.001E-02 5.331E-03
15227 True 0.257012353688694 225730288964.7673 2.2573E+11 1.2866E-02 7.7793E-03 9.145E-03 3.144E-03
38508 True 0.20282871963132307 227818223179.02258 2.2782E+11 1.0008E-02 1.0153E-02 9.852E-03 4.908E-03
97681 True 0.2029484078007577 228463565000.74637 2.2846E+11 9.0570E-03 1.0241E-02 9.831E-03 4.979E-03
82635 True 0.20419610834603338 227858343428.73553 2.2786E+11 1.0568E-02 1.0040E-02 9.715E-03 5.014E-03
27159 True 0.20605331873111363 227940026332.0951 2.2794E+11 1.0193E-02 9.9710E-03 1.014E-02 4.876E-03
7813 True 0.207255407700152 228055957726.54562 2.2806E+11 1.0335E-02 9.9037E-03 9.810E-03 4.743E-03
47857 True 0.2071969166737557 228290325368.01575 2.2829E+11 1.0130E-02 9.9317E-03 1.005E-02 4.981E-03
70590 True 0.20644195900755022 228987305267.0186 2.2899E+11 9.4573E-03 1.0047E-02 9.946E-03 5.585E-03
51417 True 0.19517867916827197 228181189407.10492 2.2818E+11 1.1058E-02 1.0494E-02 1.037E-02 4.360E-03
56554 True 0.21535971379412883 227798561847.9102 2.2780E+11 1.0597E-02 9.5361E-03 9.820E-03 4.677E-03
14552 True 0.21662580268536397 228699645279.03644 2.2870E+11 9.8873E-03 9.5595E-03 9.960E-03 5.220E-03
33331 True 0.20338520580239147 228375091256.1611 2.2838E+11 9.9682E-03 1.0150E-02 1.004E-02 5.244E-03
66758 True 0.2045817872650615 227651068740.45413 2.2765E+11 1.0410E-02 1.0020E-02 1.024E-02 4.749E-03
49392 True 0.206807948725818 228953506297.8738 2.2895E+11 9.4382E-03 1.0029E-02 9.941E-03 5.570E-03
74516 True 0.2088421344704077 228186479139.4814 2.2819E+11 9.9223E-03 9.8557E-03 1.000E-02 4.913E-03
12389 True 0.209768971326718 228408697304.78366 2.2841E+11 9.5263E-03 9.8447E-03 9.841E-03 5.336E-03
50917 True 0.19120716258833034 228148345819.1693 2.2815E+11 1.1388E-02 1.0677E-02 1.050E-02 4.134E-03
78495 True 0.21327478533204744 227429919240.94742 2.2743E+11 1.0632E-02 9.6111E-03 9.516E-03 4.358E-03
2777 True 0.18352277263562777 229688502107.91226 2.2969E+11 8.6171E-03 1.1456E-02 1.050E-02 5.857E-03
99516 True 0.23291090612980314 229113816116.38058 2.2911E+11 1.0011E-02 8.8748E-03 1.011E-02 5.437E-03
87039 True 0.3388322065229325 222964657650.81497 2.2296E+11 1.5900E-02 5.7974E-03 8.401E-03 1.239E-03
69630 True 0.2024595091346059 227962142604.79202 2.2796E+11 1.0552E-02 1.0143E-02 9.764E-03 5.173E-03
3083 True 0.2063239921506131 228301645721.1345 2.2830E+11 9.0554E-03 1.0047E-02 9.718E-03 4.856E-03
22748 True 0.20647140795301114 228327884478.80606 2.2833E+11 9.7531E-03 9.9972E-03 1.003E-02 4.992E-03
39869 True 0.20752980345520097 227704200514.35617 2.2770E+11 1.0741E-02 9.8458E-03 1.015E-02 4.460E-03
71503 True 0.20863523699434486 228003705803.40292 2.2800E+11 1.0252E-02 9.8364E-03 9.827E-03 4.814E-03
22245 True 0.21229023828686927 227518118772.39145 2.2752E+11 1.0956E-02 9.6423E-03 9.455E-03 4.209E-03
82859 True 0.1972010425037296 227545812003.80457 2.2755E+11 1.0580E-02 1.0393E-02 9.845E-03 4.715E-03
74611 True 0.21548900621441838 228159921330.6061 2.2816E+11 9.0454E-03 9.6425E-03 9.682E-03 5.412E-03
17624 True 0.1875071568918954 229917516852.066 2.2992E+11 8.2186E-03 1.1252E-02 1.051E-02 6.174E-03
60848 True 0.22889682979871673 229039753758.57175 2.2904E+11 8.2104E-03 9.1329E-03 9.418E-03 6.014E-03
65662 True 0.20785651974640523 227969271521.11484 2.2797E+11 1.0435E-02 9.8616E-03 9.753E-03 4.657E-03
15145 True 0.20707360236920888 228098222884.81952 2.2810E+11 1.0239E-02 9.9221E-03 9.987E-03 4.890E-03
44736 True 0.19862287646520568 227299036683.38647 2.2730E+11 1.0506E-02 1.0295E-02 1.027E-02 4.584E-03
63300 True 0.211545125355795 228287329238.78397 2.2829E+11 9.2911E-03 9.8143E-03 9.855E-03 5.244E-03
3220 True 0.19085226977287048 228208951799.20895 2.2821E+11 1.1279E-02 1.0708E-02 1.050E-02 4.202E-03
36046 True 0.22033111853436926 227664768872.96686 2.2766E+11 9.2567E-03 9.3997E-03 9.361E-03 4.396E-03
63182 True 0.21733917543164138 227648502016.18814 2.2765E+11 1.0303E-02 9.4621E-03 1.008E-02 4.374E-03
7412 True 0.21734282298652496 227985784676.7865 2.2799E+11 8.9592E-03 9.5577E-03 9.625E-03 5.378E-03
39348 True 0.24619304441611176 229510759819.61502 2.2951E+11 7.0412E-03 8.5480E-03 9.106E-03 6.519E-03
52536 True 0.29067856409691245 224089873042.9147 2.2409E+11 1.4696E-02 6.7759E-03 8.707E-03 2.125E-03
44374 True 0.20424433361266922 227235270987.50537 2.2724E+11 1.1835E-02 9.9206E-03 1.036E-02 3.877E-03
3413 True 0.20994966435007523 227350331326.77814 2.2735E+11 1.1098E-02 9.6827E-03 9.568E-03 4.345E-03
48646 True 0.20632596709534215 228592818909.96356 2.2859E+11 9.4109E-03 1.0040E-02 1.010E-02 5.366E-03
21428 True 0.2091117981699943 228518380965.88266 2.2852E+11 9.6912E-03 9.8726E-03 9.792E-03 5.415E-03
97319 True 0.20032199426633213 227907595076.6489 2.2791E+11 1.0678E-02 1.0232E-02 9.674E-03 5.287E-03
54362 True 0.1929120910767161 227231182068.00375 2.2723E+11 1.0915E-02 1.0585E-02 9.865E-03 4.478E-03
8728 True 0.1928405888338041 229339346905.00308 2.2934E+11 8.8605E-03 1.0830E-02 1.034E-02 5.766E-03
24788 True 0.22212102130000944 227779037825.5089 2.2778E+11 1.0708E-02 9.2433E-03 9.643E-03 4.738E-03
7873 True 0.17153398889586596 230573383858.47113 2.3057E+11 8.3374E-03 1.2355E-02 1.099E-02 6.496E-03
72897 True 0.22443877052077663 228820336894.0375 2.2882E+11 9.6477E-03 9.2271E-03 1.000E-02 5.390E-03
19890 True 0.20768258935927245 227288132666.41403 2.2729E+11 8.3086E-03 9.9801E-03 9.327E-03 5.341E-03
13408 True 0.20772641178856469 228779994084.98654 2.2878E+11 9.5391E-03 9.9665E-03 9.881E-03 5.508E-03
55574 True 0.20708343177088565 228777371867.3209 2.2878E+11 9.6541E-03 9.9928E-03 1.022E-02 5.400E-03
73463 True 0.19549195781279516 227340072532.82025 2.2734E+11 9.6509E-03 1.0536E-02 1.021E-02 5.039E-03
50419 True 0.21902093598314465 227809667485.91272 2.2781E+11 1.0271E-02 9.3975E-03 1.008E-02 4.491E-03
88285 True 0.21613886906245977 228734663465.4746 2.2873E+11 8.3352E-03 9.6814E-03 9.710E-03 5.742E-03
96958 True 0.2169028385549997 227580963203.4578 2.2758E+11 1.0965E-02 9.4359E-03 9.365E-03 4.150E-03
93151 True 0.18150565497793097 229967886219.21396 2.2997E+11 8.5941E-03 1.1607E-02 1.067E-02 6.138E-03
83024 True 0.23890075343804829 225395441264.58032 2.2540E+11 1.3124E-02 8.3589E-03 9.189E-03 3.103E-03
31020 True 0.26897186861208927 230038163648.06848 2.3004E+11 5.6329E-03 7.8440E-03 8.742E-03 7.106E-03
91686 True 0.2077432532634567 227348817356.84485 2.2735E+11 1.0884E-02 9.8087E-03 9.663E-03 4.447E-03
37629 True 0.2034618005053048 228029130084.08414 2.2803E+11 1.0390E-02 1.0096E-02 9.621E-03 5.390E-03
35318 True 0.2070212320036694 228050421679.07745 2.2805E+11 1.0288E-02 9.9189E-03 9.994E-03 4.847E-03
79831 True 0.20374314120297607 229395320563.82956 2.2940E+11 8.4993E-03 1.0281E-02 1.019E-02 6.598E-03
16581 True 0.20610399613970257 228328071132.99258 2.2833E+11 1.3733E-02 9.7510E-03 1.127E-02 4.017E-03
39519 True 0.1964015404456711 229200997070.0245 2.2920E+11 9.0284E-03 1.0616E-02 1.023E-02 5.702E-03
64315 True 0.19485266481773672 228114354853.41107 2.2811E+11 1.1114E-02 1.0498E-02 1.043E-02 4.231E-03
31328 True 0.21450439870126164 226736799833.8728 2.2674E+11 1.2289E-02 9.4223E-03 1.009E-02 3.599E-03
66702 True 0.18075449518557693 226290038747.6865 2.2629E+11 1.2529E-02 1.1150E-02 9.963E-03 3.687E-03
52346 True 0.22262986675785076 227749048588.92737 2.2775E+11 9.4689E-03 9.2699E-03 9.369E-03 4.184E-03
5477 True 0.20629694692643347 227309681155.82605 2.2731E+11 1.0858E-02 9.8831E-03 1.005E-02 4.202E-03
40482 True 0.20635342674399892 227568838479.3172 2.2757E+11 1.0724E-02 9.9015E-03 9.650E-03 4.752E-03
35620 True 0.21242528123453064 227731398498.02225 2.2773E+11 1.0772E-02 9.6574E-03 9.451E-03 4.566E-03
23095 True 0.21554155316713766 228689531506.491 2.2869E+11 8.4640E-03 9.6970E-03 9.728E-03 5.683E-03
42712 True 0.1887722213987531 227371803978.91833 2.2737E+11 1.0471E-02 1.0876E-02 1.075E-02 4.854E-03
4625 True 0.18695346655892653 229302063825.61053 2.2930E+11 9.1011E-03 1.1195E-02 1.044E-02 5.212E-03
90991 True 0.1747435988148649 230439221780.73093 2.3044E+11 8.3559E-03 1.2119E-02 1.090E-02 6.507E-03
6905 True 0.2357825281437731 227517005824.1785 2.2752E+11 8.8385E-03 8.7701E-03 8.888E-03 3.674E-03
67386 True 0.23347966012911364 230690885473.1316 2.3069E+11 7.2443E-03 9.0582E-03 9.819E-03 6.905E-03
90406 True 0.2581167394338643 225360137312.67673 2.2536E+11 1.4407E-02 7.6676E-03 9.475E-03 2.692E-03
88948 True 0.20430900010330574 228812856221.25952 2.2881E+11 1.0135E-02 1.0112E-02 1.042E-02 5.285E-03
63741 True 0.20578857932161357 227284764453.74667 2.2728E+11 1.1711E-02 9.8512E-03 1.021E-02 3.916E-03
29428 True 0.2014634864179366 228379628648.51654 2.2838E+11 1.0033E-02 1.0237E-02 1.012E-02 5.062E-03
89211 True 0.21131707098145977 227854083162.0463 2.2785E+11 8.3713E-03 9.8658E-03 9.489E-03 5.479E-03
15430 True 0.2110892640279925 228531096953.3763 2.2853E+11 1.4426E-02 9.5122E-03 1.138E-02 3.840E-03
39085 True 0.19371988306547244 230076679436.51627 2.3008E+11 8.5335E-03 1.0845E-02 1.064E-02 7.480E-03
55411 True 0.18958518875898558 228651106184.87683 2.2865E+11 1.0398E-02 1.0905E-02 1.048E-02 4.611E-03
30241 True 0.18547517418176326 226487036040.8448 2.2649E+11 1.2223E-02 1.0900E-02 9.907E-03 3.828E-03
63479 True 0.18278561618010086 228456888716.80658 2.2846E+11 1.1686E-02 1.1203E-02 1.023E-02 6.824E-03
64740 True 0.22995395984747663 229744623272.81155 2.2974E+11 7.0160E-03 9.1803E-03 9.420E-03 6.351E-03
62124 True 0.20293870280132445 227182350290.88834 2.2718E+11 1.1069E-02 1.0041E-02 1.003E-02 4.144E-03
91662 True 0.2076826365664934 227298221384.80804 2.2730E+11 8.7368E-03 9.9516E-03 9.383E-03 5.193E-03
75960 True 0.2059160982193801 227289355893.62775 2.2729E+11 1.1382E-02 9.8673E-03 1.003E-02 4.149E-03
38674 True 0.20351755152196957 228414982173.46844 2.2841E+11 1.1058E-02 1.0068E-02 1.042E-02 4.776E-03
3464 True 0.20927689710864747 228237972060.12042 2.2824E+11 1.0522E-02 9.7967E-03 9.926E-03 4.755E-03
22204 True 0.19617480417584077 229552381562.88577 2.2955E+11 8.9853E-03 1.0646E-02 1.045E-02 6.897E-03
22139 True 0.18773743516834815 228312197309.4891 2.2831E+11 1.1449E-02 1.0914E-02 1.039E-02 5.294E-03
20674 True 0.17152876086553037 230573039691.77765 2.3057E+11 8.3406E-03 1.2365E-02 1.099E-02 6.495E-03
53637 True 0.17521370381845713 229806574133.65884 2.2981E+11 5.6168E-03 1.2296E-02 9.829E-03 6.110E-03
72693 True 0.24323753582080276 230600402813.57785 2.3060E+11 1.7906E-03 8.9462E-03 8.040E-03 8.122E-03
62721 True 0.19092575961552066 228034221944.05695 2.2803E+11 1.0465E-02 1.0761E-02 9.906E-03 6.288E-03
7574 True 0.21707357796175913 226978451703.72946 2.2698E+11 1.0714E-02 9.4214E-03 9.303E-03 4.552E-03
90752 True 0.21556158620403604 228362894330.885 2.2836E+11 1.6987E-02 9.1539E-03 1.195E-02 2.977E-03
49389 True 0.18418186580218332 228130491027.9031 2.2813E+11 8.9583E-03 1.1319E-02 1.047E-02 5.245E-03
58447 True 0.17945407462074928 226232394987.59314 2.2623E+11 1.2646E-02 1.1215E-02 9.863E-03 3.713E-03
65678 True 0.23130115728254177 226310217677.99863 2.2631E+11 1.2203E-02 8.7184E-03 8.717E-03 2.454E-03
45537 True 0.23849522573867768 228582857037.30746 2.2858E+11 6.4022E-03 8.8310E-03 8.595E-03 5.212E-03
48724 True 0.25219265838231025 231942427023.76587 2.3194E+11 5.1469E-03 8.5031E-03 9.490E-03 8.076E-03
11091 True 0.2671055575522477 227803443777.77652 2.2780E+11 1.0722E-02 7.6353E-03 9.648E-03 5.345E-03
89759 True 0.44274256905249515 221784223315.073 2.2178E+11 1.8569E-02 4.4455E-03 8.432E-03 8.338E-05
23624 True 0.2070468687297814 229526421535.56827 2.2953E+11 9.0634E-03 1.0068E-02 1.040E-02 6.963E-03
12917 True 0.21670956776492714 229430108077.16953 2.2943E+11 9.3572E-03 9.6174E-03 1.015E-02 5.726E-03
51152 True 0.1847818836091108 228590244165.7208 2.2859E+11 1.1436E-02 1.1100E-02 1.021E-02 6.872E-03
68012 True 0.1872483236360163 228760029882.81656 2.2876E+11 6.7354E-03 1.1334E-02 9.621E-03 5.790E-03
57995 True 0.17372267378146522 225921669081.009 2.2592E+11 1.2160E-02 1.1629E-02 1.115E-02 3.832E-03
95300 True 0.22725579103908888 227454074963.6371 2.2745E+11 1.0918E-02 8.9883E-03 9.862E-03 4.670E-03
30582 True 0.2413890591166494 226039863055.06024 2.2604E+11 1.0284E-02 8.4400E-03 8.389E-03 4.819E-03
24969 True 0.16258096727990173 231066569576.01642 2.3107E+11 7.9162E-03 1.3207E-02 1.123E-02 6.699E-03
11662 True 0.25124642838917416 229773748762.6211 2.2977E+11 1.9862E-02 7.7887E-03 1.333E-02 2.489E-03
807 True 0.2721711934175917 227786791870.55084 2.2779E+11 5.9686E-03 7.6684E-03 7.482E-03 3.480E-03
46486 True 0.20219375933292938 229069767063.56805 2.2907E+11 9.8093E-03 1.0261E-02 1.046E-02 5.731E-03
71331 True 0.2131978853854184 227444701716.36432 2.2744E+11 7.8673E-03 9.7912E-03 9.118E-03 5.514E-03
74421 True 0.21590516418659858 227976655218.28598 2.2798E+11 1.4180E-02 9.2980E-03 1.122E-02 3.472E-03
5096 True 0.1807821049624104 226822936710.68027 2.2682E+11 1.2343E-02 1.1186E-02 9.949E-03 4.504E-03
29218 True 0.18208959645453845 228038172895.85992 2.2804E+11 1.1462E-02 1.1239E-02 1.057E-02 3.726E-03
63944 True 0.2256472554782494 226281508143.64233 2.2628E+11 1.2200E-02 8.9335E-03 8.897E-03 2.556E-03
4261 True 0.26036976088467884 227853488119.73248 2.2785E+11 1.0750E-02 7.8344E-03 9.711E-03 5.299E-03
84677 True 0.3191238843258247 225153358390.9142 2.2515E+11 1.5235E-02 6.2089E-03 8.856E-03 2.272E-03
59818 True 0.33112701798817173 235701481264.55264 2.3570E+11 7.6824E-04 6.5516E-03 8.451E-03 1.073E-02
93393 True 0.20749804579858436 222997820605.1495 2.2300E+11 4.9956E-03 1.0010E-02 4.729E-03 2.619E-03
27296 True 0.19409195607641516 227457828410.2656 2.2746E+11 1.0504E-02 1.0561E-02 1.019E-02 4.399E-03
28137 True 0.18624871352266104 228761746785.87045 2.2876E+11 1.0422E-02 1.1099E-02 1.059E-02 5.059E-03
28452 True 0.1750579586521146 226705210761.63647 2.2671E+11 1.2488E-02 1.1548E-02 9.832E-03 4.683E-03
12312 True 0.223962344298096 227039346741.42407 2.2704E+11 1.0610E-02 9.1250E-03 9.242E-03 4.801E-03
21017 True 0.23594433849275856 229515160411.47797 2.2952E+11 6.0871E-03 8.9788E-03 8.951E-03 6.821E-03
89059 True 0.16188132060417706 232297919532.6595 2.3230E+11 5.3372E-03 1.3601E-02 1.179E-02 8.582E-03
36081 True 0.16351035467272085 224810812476.97803 2.2481E+11 1.2651E-02 1.2324E-02 1.148E-02 3.411E-03
88859 True 0.15696672940638298 231355530010.20065 2.3136E+11 2.4151E-03 1.4322E-02 1.015E-02 7.387E-03
51706 True 0.20394809604514855 227649044063.33218 2.2765E+11 1.2503E-02 9.9119E-03 1.091E-02 4.000E-03
57292 True 0.20447141708659516 228498631996.96445 2.2850E+11 1.1107E-02 1.0025E-02 1.044E-02 4.809E-03
38170 True 0.19415916788985016 230169301723.702 2.3017E+11 8.4611E-03 1.0819E-02 1.062E-02 7.552E-03
6218 True 0.21648375812610784 226823084900.3158 2.2682E+11 1.7201E-02 9.0405E-03 1.024E-02 6.542E-03
72050 True 0.2557717526763587 228212858946.2782 2.2821E+11 5.9090E-03 8.2288E-03 7.888E-03 3.962E-03
22038 True 0.2481674328058075 225676169707.59872 2.2568E+11 1.4309E-02 8.0076E-03 9.185E-03 3.084E-03
7554 True 0.1627064096131437 230057171644.09552 2.3006E+11 8.6802E-03 1.3065E-02 1.127E-02 6.169E-03
75801 True 0.2550963328590939 229718690774.2762 2.2972E+11 2.0179E-02 7.6620E-03 1.336E-02 2.356E-03
5979 True 0.31849311974444183 235143196482.1872 2.3514E+11 8.8014E-04 6.8136E-03 8.406E-03 1.044E-02
11904 True 0.4109413908266055 228543338156.41895 2.2854E+11 9.5333E-03 4.9995E-03 9.524E-03 5.791E-03
79524 True 0.20652697931327102 225705479157.5056 2.2571E+11 2.1760E-02 9.0684E-03 1.089E-02 6.075E-03
76186 True 0.19845749648282074 228883883234.99194 2.2888E+11 1.0522E-02 1.0387E-02 1.057E-02 5.192E-03
69599 True 0.19433833996237176 227037385637.4278 2.2704E+11 1.4606E-02 1.0218E-02 1.155E-02 3.075E-03
56363 True 0.21371609781714238 228242523950.5767 2.2824E+11 9.3114E-03 9.7090E-03 9.580E-03 6.277E-03
9134 True 0.18256330360521683 228619902332.79996 2.2862E+11 1.1088E-02 1.1265E-02 1.079E-02 4.822E-03
83892 True 0.15940509137274667 224591945034.47327 2.2459E+11 1.8450E-02 1.2033E-02 1.215E-02 1.004E-03
85776 True 0.2555189768107197 229721852107.1956 2.2972E+11 2.0398E-02 7.6415E-03 1.343E-02 2.287E-03
54170 True 0.14506330370177037 224466879925.63733 2.2447E+11 1.1992E-02 1.4040E-02 1.239E-02 3.540E-03
87600 True 0.31979391686390046 235167631126.60278 2.3517E+11 8.4266E-04 6.7836E-03 8.393E-03 1.046E-02
61028 True 0.3322748877223259 226633183919.31775 2.2663E+11 1.2125E-02 6.0819E-03 9.092E-03 4.502E-03
55668 True 0.17756016506745875 226751633179.9412 2.2675E+11 1.2784E-02 1.1362E-02 1.007E-02 4.458E-03
82868 True 0.232878712645926 230519566215.70728 2.3052E+11 3.0414E-03 9.2974E-03 8.524E-03 8.015E-03
49268 True 0.24209830227241178 225015399818.01837 2.2502E+11 1.5423E-02 8.1232E-03 9.041E-03 2.382E-03
31389 True 0.24398628613188206 226228222673.07242 2.2623E+11 1.0330E-02 8.3541E-03 8.523E-03 4.876E-03
26763 True 0.15372939368611244 231594305108.2246 2.3159E+11 4.0600E-03 1.4477E-02 1.141E-02 6.202E-03
99239 True 0.15212588320180578 234619271127.75046 2.3462E+11 1.7074E-03 1.5076E-02 1.241E-02 1.096E-02
98616 True 0.26466753880948357 230900739968.46243 2.3090E+11 2.6079E-03 8.1192E-03 8.052E-03 8.458E-03
53185 True 0.36127659954265223 227885944940.69675 2.2789E+11 1.7492E-03 5.7902E-03 5.556E-03 3.271E-03
92502 True 0.2550399970717149 226382126278.5313 2.2638E+11 6.9654E-03 8.1438E-03 7.827E-03 4.522E-03
6223 True 0.1707584322868127 230543059307.86676 2.3054E+11 8.0812E-03 1.2487E-02 1.131E-02 6.788E-03
82435 True 0.16649960870125408 229742304626.87985 2.2974E+11 1.0362E-02 1.2574E-02 1.131E-02 5.070E-03
96585 True 0.2618765191456258 234179924578.64505 2.3418E+11 2.8161E-04 8.4454E-03 9.599E-03 1.071E-02
73019 True 0.14130718231008932 230989264896.08383 2.3099E+11 4.6048E-03 1.5779E-02 1.192E-02 5.481E-03
64037 True 0.36551111432521594 227888904257.70453 2.2789E+11 1.4273E-03 5.7240E-03 5.409E-03 3.196E-03
48010 True 0.13577760337434616 223715322793.12405 2.2372E+11 1.1227E-02 1.5158E-02 1.264E-02 3.676E-03
48978 True 0.1949486956708985 226974002636.8892 2.2697E+11 1.4724E-02 1.0177E-02 1.155E-02 3.008E-03
48074 True 0.19326767512739995 225477207542.71622 2.2548E+11 2.0552E-02 9.7668E-03 1.109E-02 5.800E-03
19716 True 0.21628504929465098 228910558312.09454 2.2891E+11 9.6551E-03 9.5959E-03 1.032E-02 5.928E-03
62586 True 0.22327696390267143 230773854510.20694 2.3077E+11 4.5495E-03 9.6685E-03 9.208E-03 7.866E-03
16044 True 0.1805184556942123 223031304153.786 2.2303E+11 1.6706E-02 1.0649E-02 8.416E-03 2.667E-03
3119 True 0.15445886939627437 233716131973.4984 2.3372E+11 3.3102E-03 1.4613E-02 1.221E-02 9.866E-03
72461 True 0.472372799416833 236390476957.2936 2.3639E+11 3.3824E-04 4.3653E-03 7.828E-03 1.145E-02
25060 True 0.18984172892858892 232814386841.09476 2.3281E+11 2.1445E-03 1.1699E-02 1.030E-02 9.743E-03
99054 True 0.183671429546013 227908083790.32385 2.2791E+11 1.3253E-02 1.0986E-02 1.147E-02 3.704E-03
2020 True 0.23259204635626118 226682032450.94525 2.2668E+11 3.8825E-03 9.1284E-03 6.278E-03 5.341E-03
43611 True 0.2522777460819874 227391667386.89197 2.2739E+11 1.0249E-02 8.1216E-03 8.642E-03 4.835E-03
52491 True 0.17091220506986168 230488783567.29327 2.3049E+11 8.1435E-03 1.2473E-02 1.129E-02 6.759E-03
95396 True 0.1434287270371994 230328795572.98447 2.3033E+11 5.6091E-03 1.5354E-02 1.163E-02 5.247E-03
47887 True 0.26983643913161615 225491890047.4272 2.2549E+11 1.4507E-02 7.3417E-03 9.666E-03 3.399E-03
97416 True 0.1360728786125323 223709971423.81204 2.2371E+11 1.1270E-02 1.5122E-02 1.261E-02 3.669E-03
92744 True 0.38811945941287074 234204896455.31287 2.3420E+11 6.9126E-03 5.4391E-03 9.665E-03 8.445E-03
45583 True 0.4414145295046857 223688632928.20715 2.2369E+11 4.2424E-03 4.5928E-03 5.036E-03 4.083E-03
50564 True 0.19588478774985504 229388449970.9885 2.2939E+11 1.0326E-02 1.0559E-02 1.072E-02 6.905E-03
46123 True 0.18922212390976678 226213049544.56122 2.2621E+11 1.8730E-02 1.0164E-02 1.112E-02 5.941E-03
34100 True 0.15851813600765904 231462586682.10287 2.3146E+11 2.0821E-03 1.4215E-02 9.999E-03 7.610E-03
18897 True 0.1548589201274014 230679483473.0116 2.3068E+11 9.4485E-03 1.3727E-02 1.167E-02 5.439E-03
63219 True 0.1564136452314229 220256210277.37866 2.2026E+11 1.9138E-02 1.1943E-02 8.106E-03 1.232E-03
37040 True 0.30662974811117494 226706215461.4481 2.2671E+11 7.1879E-03 6.7115E-03 6.904E-03 2.861E-03
5747 True 0.30288460370830916 231586602820.84207 2.3159E+11 1.4789E-02 6.7254E-03 1.186E-02 4.848E-03
99579 True 0.19834409705962192 218802096123.9994 2.1880E+11 3.7298E-02 8.0087E-03 1.181E-02 2.212E-03
16085 True 0.19550255607753095 222929434525.84674 2.2293E+11 1.7052E-02 9.7974E-03 8.631E-03 1.878E-03
24207 True 0.16682151183777877 231269286451.59195 2.3127E+11 6.6822E-03 1.2983E-02 1.123E-02 7.592E-03
66553 True 0.1546916810449473 224223707448.70425 2.2422E+11 1.9026E-02 1.2320E-02 1.224E-02 6.936E-04
54530 True 0.156327377756012 230975632627.74683 2.3098E+11 6.6627E-03 1.3912E-02 1.104E-02 6.260E-03
50873 True 0.2699046598787583 231150202519.05148 2.3115E+11 1.8381E-03 7.9885E-03 7.829E-03 8.804E-03
72381 True 0.28575166285122355 224809880621.55264 2.2481E+11 2.0285E-02 6.7272E-03 1.108E-02 2.539E-03
11864 True 0.3454031652763302 228182247993.26865 2.2818E+11 4.4634E-03 6.0309E-03 6.693E-03 3.051E-03
23581 True 0.12225578704530941 222401259914.7909 2.2240E+11 9.8853E-03 1.7105E-02 1.303E-02 3.933E-03
42570 True 0.4957811557956423 238620074833.65726 2.3862E+11 6.8828E-03 3.9125E-03 1.070E-02 1.066E-02
43961 True 0.1943713075539595 228639802256.86804 2.2864E+11 1.0123E-02 1.0619E-02 1.150E-02 3.170E-03
34305 True 0.18816088303412792 233110980932.00998 2.3311E+11 1.4723E-03 1.1884E-02 1.027E-02 1.001E-02
20617 True 0.18742783675180535 222390992665.27127 2.2239E+11 1.5186E-02 1.0351E-02 7.726E-03 1.722E-03
74805 True 0.24255785180540684 232396436454.1098 2.3240E+11 2.0459E-02 8.1393E-03 1.471E-02 2.150E-03
4451 True 0.17140255256327983 228018636878.82904 2.2802E+11 1.1297E-02 1.2015E-02 1.102E-02 6.467E-03
87539 True 0.2590390251250294 228602434679.17047 2.2860E+11 4.6560E-03 8.1866E-03 7.142E-03 6.133E-03
84892 True 0.26027161942217514 226471590623.2627 2.2647E+11 6.4655E-03 7.9707E-03 7.644E-03 4.681E-03
